"","Intercept","PE Estimate Coefficient","Intercept Std. Error","PE Estimate Std. Error","Intercept p-value","PE p-value","sigma"
"131",0.00362230980399595,0.000115494200802617,0.000102376504012161,1.12828826362275e-05,3.09774326368896e-151,5.89920480897185e-19,0.00367227973248832
"132",0.0036220624117365,0.000115048810855277,0.000103669821941503,1.12393715121341e-05,4.65588836990654e-152,1.63439983617951e-19,0.00365811801297945
"133",0.00362181302012988,0.000114592154624026,0.000105233410771331,1.11947597599725e-05,6.56478491393201e-153,3.5397791160942e-20,0.00364359806815897
"134",0.00362123545356178,0.000114096891478641,0.000106928801723353,1.11463764134097e-05,8.04225384115595e-154,6.46834358220951e-21,0.00362785056916416
"135",0.00362064330494442,0.000113608734227683,0.000108545925570735,1.10986872573108e-05,1.00053728578732e-154,1.21312551606801e-21,0.00361232901079583
"136",0.00361975021651834,0.000113110622141151,0.000110024726904757,1.1050025591418e-05,1.2196148587042e-155,2.42999631335432e-22,0.00359649092622393
"137",0.00361848581556767,0.00011258331229024,0.00011137371707826,1.09985115316695e-05,1.3471437694001e-156,5.10458721241177e-23,0.00357972446293153
"138",0.00361688180079301,0.000112031273534215,0.000112692386428822,1.09445816507611e-05,1.3658786734231e-157,1.0393321875995e-23,0.00356217171377864
"139",0.00361529198474933,0.000111474288970756,0.000113954945308607,1.08901686030408e-05,1.32082171126504e-158,2.13228133697443e-24,0.00354446170661392
"140",0.00361356907452217,0.000110954518671452,0.000115145054469439,1.08393910986805e-05,1.51304431325321e-159,4.65691229519343e-25,0.00352793497260981
"141",0.00361139082115888,0.000110430336832016,0.00011637306150854,1.07881826212566e-05,1.77639627689105e-160,9.47445605611352e-26,0.0035112679682778
"142",0.00360917539009449,0.000109902071612036,0.000117728086312253,1.07365752294012e-05,2.01555533916317e-161,1.65045089811622e-26,0.00349447112785437
"143",0.0036068487474158,0.000109365391605831,0.000119091590630409,1.06841457785618e-05,2.1866400498242e-162,2.71924446666192e-27,0.0034774067289848
"144",0.00360440820136723,0.00010883268892097,0.000120483534685358,1.06321048809971e-05,2.40642305284774e-163,4.20403812367905e-28,0.00346046879392432
"145",0.00360166130748566,0.000108295160435761,0.000121836591029787,1.05795925403766e-05,2.64850696256165e-164,6.43733457826603e-29,0.00344337741662444
"146",0.00359895424654162,0.000107778385179197,0.000123089673751203,1.05291076283325e-05,3.14077965710089e-165,1.06787292740087e-29,0.00342694591367672
"147",0.00359641402782726,0.000107323991070528,0.000124531759806614,1.04847168679041e-05,4.85189826781491e-166,1.51795459145353e-30,0.00341249789581755
"148",0.00359338410169204,0.000106843313379917,0.000125767159310618,1.04377584065153e-05,6.96040092110179e-167,2.47904854184076e-31,0.00339721415924183
"149",0.00359014900141371,0.000106373575817515,0.000126747999311131,1.03918687103264e-05,1.06933606260131e-167,5.14691415125797e-32,0.00338227827745722
"150",0.00358720126887059,0.000105913988166055,0.000127656638859102,1.03469705812737e-05,1.63014279783024e-168,1.13464883757399e-32,0.00336766512453672
"151",0.00358451280510673,0.000105428718616174,0.000128647861578066,1.02995635310478e-05,2.06292384203433e-169,2.16107856398741e-33,0.003352235384165
"152",0.00358202407768536,0.000104900574701253,0.000129123134651056,1.02479679897507e-05,1.99331968010482e-170,6.55444125107227e-34,0.0033354424007847
"153",0.00358053174121527,0.00010440588880146,0.000129540906078624,1.01996410355801e-05,1.9261289736877e-171,2.16945548128402e-34,0.00331971325602131
"154",0.00357913892546828,0.000103911317187431,0.000129980773008342,1.01513252462372e-05,1.79536530870545e-172,6.89338323128113e-35,0.00330398774511389
"155",0.00357778266095305,0.000103456151238044,0.000130358998803755,1.01068590829905e-05,2.00586162998611e-173,2.43297984588382e-35,0.00328951518563268
"156",0.00357649038792444,0.00010300914725735,0.000130671901146892,1.00631902804268e-05,2.27515202902385e-174,9.2054953775056e-36,0.00327530214595417
"157",0.00357527222643861,0.000102579463348122,0.000131049534403084,1.00212135137597e-05,2.74976675406805e-175,3.27714979474735e-36,0.00326163981918565
"158",0.00357380668816953,0.000102126982673308,0.000131320675953266,9.97700968089528e-06,3.0005276398595e-176,1.2556841143579e-36,0.00324725264130213
"159",0.00357277425414515,0.000101639453644385,0.000131752820260768,9.92938189718959e-06,2.48030495208256e-177,3.75128509314127e-37,0.00323175105802374
"160",0.00357189593538176,0.000101148110296215,0.000132250304020291,9.88138148424273e-06,1.91555332753671e-178,1.01424465957403e-37,0.0032161281937878
"161",0.00357092678502864,0.000100683366260371,0.000132727460545285,9.83597961665221e-06,1.69918799179347e-179,2.86594676348617e-38,0.00320135108730311
"162",0.00356982646116753,0.000100223212717556,0.00013329601924113,9.79102620442761e-06,1.54561461988631e-180,7.18544018051224e-39,0.00318671994117308
"163",0.00356825847473618,9.97379038309027e-05,0.000133775754491166,9.74361531130593e-06,1.28585676414319e-181,1.88357552524914e-39,0.00317128895004047
"164",0.00356695675634894,9.92518772199571e-05,0.000134129312006703,9.69613430211869e-06,9.98059845744198e-183,5.62375706824215e-40,0.00315583513798392
"165",0.00356601290205455,9.87690149977505e-05,0.000134535478591182,9.648962429031e-06,7.27697917588393e-184,1.5548242808251e-40,0.00314048194154747
"166",0.00356480822334056,9.82846268801253e-05,0.000134934549017375,9.60164148786193e-06,5.3524915837806e-185,4.24171422771614e-41,0.00312508022739514
"167",0.00356387587813673,9.78114964554878e-05,0.000135379102161651,9.55542033549484e-06,3.92889595972765e-186,1.09318247426411e-41,0.00311003646539544
"168",0.003563027642642,9.73639305121572e-05,0.0001357070888392,9.51169663356454e-06,3.23166953982333e-187,3.34098972812732e-42,0.00309580555742584
"169",0.00356239911342934,9.69210840110853e-05,0.000135784863520781,9.46843398433423e-06,2.58218365753009e-188,1.3899125605072e-42,0.00308172470990979
"170",0.00356204272229568,9.65253167273742e-05,0.000135776856615169,9.42977060745177e-06,2.563232762902e-189,6.94047049354489e-43,0.00306914080383785
"171",0.00356136415990915,9.61833714662298e-05,0.000135642694518194,9.39636522239612e-06,3.64866935229348e-190,4.45526379279771e-43,0.0030582682349695
"172",0.00356013377768241,9.58643874916091e-05,0.000135416009931038,9.36520297595022e-06,6.45290036724156e-191,3.34519537265701e-43,0.0030481257483611
"173",0.00355861346263422,9.55825478767392e-05,0.000135093183322924,9.33766944374932e-06,1.48586301220082e-191,3.03583460781927e-43,0.00303916431221707
"174",0.00355680373429234,9.5294372159108e-05,0.000134664079377128,9.30951692372625e-06,3.42349484090662e-192,3.1226389653399e-43,0.00303000141191646
"175",0.00355501059001462,9.49975891085076e-05,0.000134204387181248,9.28052353440389e-06,7.39754966951575e-193,3.2901447297625e-43,0.00302056483090987
"176",0.0035534472415461,9.47140552956318e-05,0.000133668968151406,9.25282449227148e-06,1.65587492659475e-193,3.92067312364832e-43,0.00301154952566282
"177",0.0035519599178118,9.4453491440808e-05,0.000133136175222412,9.22736943588952e-06,4.18870944991592e-194,4.86119851989682e-43,0.0030032645783976
"178",0.00355006155125199,9.41639876537906e-05,0.00013255047539062,9.19908717384553e-06,9.39693479660745e-195,6.13002643076407e-43,0.0029940594505024
"179",0.00354823463852192,9.38870488809361e-05,0.000131865927990341,9.17203241568605e-06,2.23550589349113e-195,9.01293081090335e-43,0.00298525384263961
"180",0.00354620268409574,9.3608993074746e-05,0.000131162142405493,9.14486853208183e-06,5.42187044298311e-196,1.35850385640123e-42,0.00297641271733223
"181",0.00354407805462824,9.33170064814801e-05,0.000130373683866701,9.11634371923169e-06,1.21274665877814e-196,2.23434576429275e-42,0.00296712864556795
"182",0.00354256070205904,9.30406596892972e-05,0.000129593654485218,9.08934679296674e-06,2.68376285271625e-197,3.74793297643214e-42,0.0029583418604565
"183",0.0035410380281943,9.2743110536816e-05,0.000128924570274152,9.06027856146573e-06,5.14412685196005e-198,5.23868508718708e-42,0.00294888092030122
"184",0.00353960608707958,9.24294542763857e-05,0.000128358859547923,9.02963679114342e-06,8.66443582767705e-199,6.21541722934521e-42,0.0029389078348983
"185",0.00353789899146814,9.20769928109339e-05,0.00012786288189119,8.99520405494672e-06,1.1746394716123e-199,6.26914428901843e-42,0.00292770089041912
"186",0.0035365922821284,9.17425561894808e-05,0.000127501700179258,8.96253220542623e-06,1.65078540744228e-200,5.46599509368508e-42,0.00291706706795679
"187",0.00353528666248012,9.13973133069043e-05,0.000127306113253232,8.92880466847604e-06,2.13186966830702e-201,3.74079016205181e-42,0.0029060896471715
"188",0.00353376729601094,9.10318848782073e-05,0.000127185419097685,8.89310516110444e-06,2.46247024284814e-202,2.22150426773576e-42,0.00289447040219596
"189",0.00353280368222116,9.06743414562781e-05,0.000127214666004977,8.85817595739596e-06,2.68274422758793e-203,1.08769551605956e-42,0.00288310187067914
"190",0.00353204965266748,9.03166275330403e-05,0.000127344793982491,8.82323009703944e-06,2.77154836784268e-204,4.60532222263537e-43,0.00287172791786414
"191",0.00353139141285709,8.99624882797611e-05,0.000127503247890973,8.78863345405769e-06,2.83879769670651e-205,1.87054584274333e-43,0.0028604676260637
"192",0.00353080162491554,8.96040863011343e-05,0.000127818692248716,8.75362037605606e-06,2.7461623110711e-206,6.00269180616138e-44,0.00284907179568392
"193",0.00352988041714183,8.92434139203693e-05,0.000128156185846343,8.71838549747325e-06,2.72422705501294e-207,1.83383394187882e-44,0.00283760377508421
